contract,internet_service_DSL,internet_service_Fiber,internet_service_Unknown,monthly_charges,online_security,payment_method_Cash,payment_method_Credit,payment_method_Debit,payment_method_UPI,support_calls,tech_support,tenure,total_charges,churn
0,0,1,0,50.34,0,0,1,0,0,2,1,40,2013.6,0
0,0,1,0,86.55,0,0,1,0,0,0,0,37,3202.35,1
0,0,1,0,70.91,1,1,0,0,0,0,0,29,2056.39,0
1,1,0,0,57.11,0,1,0,0,0,1,1,51,2912.61,0
0,1,0,0,75.04,0,0,1,0,0,3,0,56,4202.24,0
1,0,1,0,38.56,0,0,0,1,0,2,0,14,539.84,1
0,0,1,0,41.43,1,0,0,1,0,0,0,49,2030.07,0
1,0,1,0,117.6,0,1,0,0,0,2,1,54,6350.4,0
1,0,1,0,75.71,1,0,1,0,0,2,0,61,4618.31,1
1,0,1,0,115.26,0,0,1,0,0,0,0,21,2420.46,0
0,0,0,1,74.18,0,1,0,0,0,3,0,58,4302.44,0
0,1,0,0,59.03,1,0,1,0,0,1,1,18,1062.54,0
1,1,0,0,62.33,1,0,0,0,1,4,1,43,2680.19,0
0,0,0,1,77.35,1,0,0,0,1,0,1,45,3480.75,0
0,1,0,0,102.75,0,0,0,1,0,0,0,52,5343.0,1
0,0,0,1,24.82,0,0,1,0,0,1,0,52,1290.64,0
0,0,1,0,40.16,1,0,0,0,1,1,1,4,160.64,0
0,0,0,1,62.07,1,0,1,0,0,1,1,47,2917.29,0
0,1,0,0,25.1,0,0,0,1,0,2,1,22,552.2,0
0,0,1,0,71.28,1,0,1,0,0,0,1,23,1639.44,0
0,0,1,0,22.24,1,1,0,0,0,1,0,40,889.6,1
0,1,0,0,103.99,0,0,1,0,0,2,1,49,5095.51,0
1,1,0,0,66.3,0,0,0,0,1,2,0,57,3779.1,0
2,1,0,0,58.76,1,0,1,0,0,3,1,13,763.88,0
0,0,0,1,55.33,1,0,0,1,0,0,1,14,774.62,1
0,0,1,0,43.51,0,0,0,0,1,1,0,13,565.63,0
0,0,1,0,20.74,1,0,0,0,1,2,1,66,1368.84,0
0,0,0,1,59.14,0,0,1,0,0,0,0,36,2129.04,0
0,1,0,0,31.42,1,0,0,1,0,3,0,58,1822.36,1
1,0,1,0,84.0,1,0,1,0,0,1,1,34,2856.0,0
1,0,1,0,57.83,1,1,0,0,0,0,1,17,983.11,0
0,1,0,0,53.38,1,0,1,0,0,0,0,60,3202.8,0
0,0,0,1,34.72,1,0,0,0,1,2,1,65,2256.8,0
1,0,1,0,102.54,0,0,0,0,1,2,1,48,4921.92,0
2,0,1,0,114.06,0,0,0,1,0,0,1,53,6045.18,0
0,0,1,0,88.31,0,1,0,0,0,2,1,63,5563.53,0
2,1,0,0,41.88,0,1,0,0,0,0,0,25,1047.0,0
0,0,1,0,109.97,1,0,0,0,1,2,1,3,329.91,0
0,1,0,0,37.47,1,0,0,0,1,2,0,31,1161.57,0
0,0,1,0,65.52,0,1,0,0,0,1,1,44,2882.88,1
2,1,0,0,93.71,1,0,1,0,0,1,1,5,468.55,1
2,1,0,0,49.31,1,0,1,0,0,0,0,53,2613.43,0
0,1,0,0,86.79,0,0,1,0,0,2,0,17,1475.43,1
1,0,0,1,113.28,1,0,0,1,0,4,1,17,1925.76,0
1,1,0,0,23.15,0,0,0,0,1,0,1,1,23.15,0
1,1,0,0,55.59,0,0,0,1,0,1,0,2,111.18,0
1,0,1,0,89.25,0,1,0,0,0,2,1,50,4462.5,0
2,1,0,0,56.52,0,1,0,0,0,1,0,41,2317.32,1
0,0,1,0,96.96,0,0,0,0,1,1,0,42,4072.32,1
0,0,1,0,74.0,1,0,0,0,1,1,0,53,3922.0,0
0,1,0,0,52.14,0,0,1,0,0,1,1,68,3545.52,1
0,1,0,0,110.28,0,1,0,0,0,2,0,49,5403.72,1
0,0,1,0,107.09,0,1,0,0,0,1,0,15,1606.35,1
0,1,0,0,114.06,0,0,0,1,0,3,1,62,7071.72,1
1,0,1,0,67.21,0,1,0,0,0,0,0,20,1344.2,0
1,0,1,0,94.22,0,0,0,0,1,1,1,11,1036.42,0
0,0,1,0,66.51,1,0,0,0,1,0,0,48,3192.48,0
0,1,0,0,41.04,1,0,1,0,0,0,1,49,2010.96,1
1,0,1,0,104.46,1,0,0,1,0,2,1,37,3865.02,1
0,0,1,0,93.41,0,0,0,1,0,2,1,24,2241.84,0
0,1,0,0,53.37,0,0,0,1,0,3,0,69,3682.53,1
0,0,1,0,27.88,0,0,1,0,0,1,0,48,1338.24,0
1,0,1,0,105.87,0,0,1,0,0,0,1,54,5716.98,0
0,0,1,0,77.75,0,1,0,0,0,1,0,53,4120.75,0
0,1,0,0,55.74,0,0,0,0,1,0,0,36,2006.64,1
1,0,1,0,30.14,1,0,0,0,1,2,0,42,1265.88,0
0,0,1,0,47.66,1,0,1,0,0,3,0,21,1000.86,1
0,0,1,0,46.6,1,0,1,0,0,1,0,61,2842.6,1
0,0,1,0,26.89,0,0,0,0,1,1,0,18,484.02,0
1,1,0,0,22.1,0,0,0,1,0,0,0,14,309.4,0
0,0,0,1,108.34,1,0,1,0,0,4,0,45,4875.3,1
2,0,0,1,31.84,1,0,0,1,0,2,0,70,2228.8,0
0,1,0,0,21.24,1,0,0,1,0,2,1,6,127.44,0
2,0,1,0,97.56,0,0,1,0,0,1,1,62,6048.72,0
1,0,1,0,102.07,0,0,0,1,0,1,0,6,612.42,0
0,0,1,0,52.02,0,0,0,1,0,1,0,40,2080.8,0
0,0,1,0,47.38,0,0,0,1,0,2,0,22,1042.36,0
2,0,1,0,20.64,1,1,0,0,0,3,1,16,330.24,1
1,1,0,0,39.83,0,0,0,1,0,1,0,63,2509.29,0
0,1,0,0,84.06,0,0,0,1,0,0,1,27,2269.62,0
0,1,0,0,86.46,0,1,0,0,0,2,0,7,605.22,1
2,1,0,0,34.78,0,1,0,0,0,1,0,72,2504.16,0
0,1,0,0,45.61,1,0,0,1,0,2,0,15,684.15,0
1,0,1,0,51.91,0,0,0,1,0,2,0,13,674.83,0
0,1,0,0,110.57,1,1,0,0,0,3,0,14,1547.98,1
2,1,0,0,69.51,1,1,0,0,0,0,0,36,2502.36,1
0,0,1,0,104.68,1,0,0,0,1,3,1,47,4919.96,1
0,0,1,0,48.28,1,0,0,1,0,0,1,29,1400.12,0
0,1,0,0,58.34,1,0,0,0,1,1,1,66,3850.44,0
0,1,0,0,106.46,1,1,0,0,0,0,1,65,6919.9,0
0,1,0,0,24.13,0,1,0,0,0,1,1,4,96.52,0
0,1,0,0,32.97,0,0,0,0,1,2,0,36,1186.92,0
0,0,1,0,28.24,0,1,0,0,0,1,0,3,84.72,1
0,1,0,0,115.34,0,0,0,1,0,4,0,67,7727.78,1
0,0,1,0,111.89,0,0,1,0,0,1,1,43,4811.27,0
0,1,0,0,38.14,1,0,1,0,0,0,1,58,2212.12,0
2,1,0,0,39.08,0,1,0,0,0,0,0,25,977.0,0
2,1,0,0,71.92,0,1,0,0,0,1,0,6,431.52,0
0,1,0,0,43.11,1,1,0,0,0,1,0,22,948.42,0
0,1,0,0,73.44,0,0,0,0,1,1,1,46,3378.24,0
2,1,0,0,103.69,0,0,1,0,0,3,0,18,1866.42,1
2,0,1,0,74.16,1,0,1,0,0,1,0,50,3708.0,0
1,0,1,0,69.02,0,0,0,1,0,1,0,23,1587.46,0
0,0,1,0,114.98,0,0,0,0,1,1,0,15,1724.7,1
0,0,1,0,101.55,1,0,0,0,1,2,1,6,609.3,0
0,0,1,0,20.75,0,1,0,0,0,2,0,42,871.5,0
0,0,1,0,32.34,0,0,0,1,0,3,0,72,2328.48,1
1,0,1,0,59.63,1,0,0,0,1,1,0,66,3935.58,0
1,0,1,0,40.63,1,1,0,0,0,2,1,60,2437.8,0
0,0,1,0,91.59,1,0,0,1,0,0,1,39,3572.01,0
0,0,0,1,35.54,0,0,0,0,1,1,0,44,1563.76,0
0,1,0,0,110.3,1,1,0,0,0,0,1,39,4301.7,1
0,1,0,0,97.82,0,0,1,0,0,0,0,22,2152.04,1
1,0,1,0,24.13,1,0,0,1,0,2,1,48,1158.24,0
0,0,1,0,23.84,0,0,1,0,0,0,0,9,214.56,1
1,0,1,0,44.18,1,0,1,0,0,1,1,2,88.36,0
0,0,1,0,119.95,1,0,1,0,0,0,0,66,7916.7,1
1,1,0,0,63.97,1,0,0,1,0,0,1,71,4541.87,0
2,0,1,0,114.66,0,0,0,0,1,2,1,28,3210.48,1
1,0,1,0,52.64,0,0,0,0,1,3,0,10,526.4,0
1,0,0,1,50.06,1,0,0,1,0,1,1,69,3454.14,0
1,0,0,1,47.28,0,0,1,0,0,0,1,60,2836.8,0
1,1,0,0,94.56,0,0,0,0,1,2,0,71,6713.76,0
0,0,1,0,114.1,1,0,0,1,0,4,1,68,7758.8,1
2,0,1,0,49.45,1,1,0,0,0,1,0,43,2126.35,1
0,1,0,0,40.19,0,0,1,0,0,3,1,13,522.47,1
0,0,0,1,65.28,0,0,0,1,0,0,0,12,783.36,0
0,0,1,0,119.92,1,1,0,0,0,3,1,44,5276.48,1
0,1,0,0,71.9,0,1,0,0,0,3,1,45,3235.5,0
2,0,0,1,43.98,0,0,1,0,0,0,1,5,219.9,0
1,0,1,0,57.2,0,0,0,1,0,0,1,7,400.4,0
0,1,0,0,74.69,0,0,0,0,1,0,0,56,4182.64,0
0,0,0,1,21.14,0,1,0,0,0,3,1,61,1289.54,0
0,1,0,0,107.08,0,0,0,0,1,2,0,13,1392.04,1
1,0,1,0,103.82,1,0,1,0,0,1,1,38,3945.16,0
1,1,0,0,114.54,1,0,1,0,0,2,0,43,4925.22,0
0,0,1,0,34.65,0,1,0,0,0,2,1,21,727.65,0
1,0,1,0,77.15,0,1,0,0,0,1,0,5,385.75,0
0,0,1,0,105.52,1,0,0,1,0,0,0,47,4959.44,0
0,0,1,0,84.24,0,1,0,0,0,3,1,41,3453.84,1
0,0,1,0,72.79,0,0,1,0,0,1,1,68,4949.72,0
1,1,0,0,78.98,0,1,0,0,0,4,0,27,2132.46,0
0,1,0,0,45.46,0,1,0,0,0,1,0,24,1091.04,0
1,0,1,0,116.69,1,1,0,0,0,4,1,7,816.83,0
0,0,1,0,31.31,0,1,0,0,0,1,1,38,1189.78,1
2,1,0,0,75.47,0,0,0,1,0,2,0,61,4603.67,0
0,1,0,0,113.6,1,0,0,0,1,2,0,54,6134.4,1
2,1,0,0,116.38,0,0,0,0,1,0,0,12,1396.56,0
0,0,1,0,95.84,0,0,1,0,0,4,0,61,5846.24,1
0,0,0,1,114.91,1,0,0,0,1,1,1,6,689.46,0
0,1,0,0,85.31,0,1,0,0,0,0,0,71,6057.01,1
0,1,0,0,66.98,0,0,1,0,0,0,0,33,2210.34,1
0,1,0,0,107.04,1,0,0,1,0,0,1,26,2783.04,1
0,0,1,0,79.2,1,0,0,0,1,1,1,17,1346.4,1
1,1,0,0,99.07,1,0,0,1,0,5,0,19,1882.33,1
2,0,0,1,76.9,0,1,0,0,0,1,0,4,307.6,0
0,0,1,0,30.38,0,0,1,0,0,3,1,59,1792.42,0
0,0,1,0,106.36,1,1,0,0,0,1,0,72,7657.92,1
0,1,0,0,58.43,0,0,1,0,0,1,0,2,116.86,1
0,1,0,0,61.45,0,0,0,0,1,2,0,59,3625.55,0
0,1,0,0,110.61,1,0,0,1,0,1,0,16,1769.76,1
1,0,1,0,73.12,1,1,0,0,0,1,0,42,3071.04,0
2,1,0,0,86.55,1,0,0,0,1,0,0,2,173.1,1
0,0,1,0,61.1,1,1,0,0,0,1,0,49,2993.9,0
1,0,1,0,25.47,0,0,0,0,1,3,0,42,1069.74,0
1,1,0,0,32.43,1,0,1,0,0,0,0,43,1394.49,0
0,1,0,0,112.78,1,0,1,0,0,0,0,29,3270.62,1
0,0,1,0,53.62,1,0,0,1,0,0,0,60,3217.2,0
0,1,0,0,35.64,0,0,0,1,0,3,0,62,2209.68,1
0,0,1,0,106.12,1,1,0,0,0,0,1,52,5518.24,0
2,1,0,0,105.62,0,0,0,0,1,3,1,27,2851.74,0
1,0,1,0,49.49,0,0,0,1,0,2,0,44,2177.56,0
1,1,0,0,110.31,0,0,1,0,0,0,0,18,1985.58,0
2,0,0,1,44.17,1,0,0,1,0,0,1,42,1855.14,0
1,0,1,0,48.35,0,1,0,0,0,2,0,67,3239.45,0
0,0,1,0,58.51,1,0,1,0,0,4,0,54,3159.54,1
0,0,0,1,47.68,0,0,1,0,0,0,1,9,429.12,0
0,0,1,0,106.28,1,0,1,0,0,3,1,39,4144.92,1
0,0,1,0,22.67,1,0,1,0,0,0,1,67,1518.89,0
1,1,0,0,72.36,0,0,0,0,1,7,1,15,1085.4,0
0,0,1,0,30.48,0,0,1,0,0,1,0,62,1889.76,0
1,1,0,0,25.33,0,0,0,0,1,1,0,70,1773.1,0
0,0,1,0,73.6,1,0,0,1,0,2,1,35,2576.0,0
1,0,1,0,47.47,1,0,0,1,0,0,0,50,2373.5,0
0,0,1,0,68.78,0,0,0,1,0,1,0,59,4058.02,0
2,0,1,0,23.14,1,0,0,0,1,1,0,35,809.9,0
2,1,0,0,79.59,0,0,0,0,1,1,1,42,3342.78,0
0,0,1,0,52.58,1,0,1,0,0,1,0,6,315.48,1
0,0,1,0,54.2,0,0,1,0,0,0,1,32,1734.4,0
0,0,1,0,102.38,0,0,1,0,0,1,1,50,5119.0,0
0,0,1,0,43.42,1,1,0,0,0,1,0,59,2561.78,1
1,0,0,1,87.56,0,0,0,0,1,5,1,55,4815.8,0
0,1,0,0,114.86,0,1,0,0,0,0,0,30,3445.8,1
0,0,1,0,111.64,0,0,0,0,1,1,0,54,6028.56,1
2,1,0,0,29.03,1,0,0,1,0,0,0,15,435.45,0
0,1,0,0,22.82,1,1,0,0,0,0,0,51,1163.82,0
0,0,1,0,39.43,1,0,1,0,0,1,0,30,1182.9,0
0,0,1,0,66.92,1,1,0,0,0,0,0,20,1338.4,0
0,0,1,0,37.77,1,0,0,0,1,0,0,26,982.02,0
1,0,1,0,56.97,0,0,1,0,0,1,0,38,2164.86,1
0,0,1,0,69.22,1,0,1,0,0,1,0,53,3668.66,1
0,0,1,0,100.95,0,0,0,1,0,2,0,63,6359.85,1
0,0,1,0,46.45,0,0,1,0,0,3,0,46,2136.7,1
1,1,0,0,109.05,1,1,0,0,0,4,1,35,3816.75,0
0,1,0,0,117.18,1,1,0,0,0,0,1,16,1874.88,0
2,1,0,0,48.33,0,0,1,0,0,1,0,16,773.28,0
0,0,1,0,99.25,0,0,1,0,0,1,1,13,1290.25,0
0,0,1,0,73.8,1,0,1,0,0,0,0,61,4501.8,0
0,1,0,0,116.05,1,0,0,0,1,0,0,29,3365.45,0
0,1,0,0,111.32,0,1,0,0,0,1,1,15,1669.8,1
1,0,0,1,105.41,0,0,0,1,0,1,0,19,2002.79,0
1,0,1,0,108.93,0,0,0,1,0,0,0,56,6100.08,1
2,0,1,0,113.08,1,0,0,0,1,3,1,56,6332.48,0
0,1,0,0,34.0,1,0,0,1,0,1,0,18,612.0,0
0,0,0,1,39.85,0,0,1,0,0,2,0,45,1793.25,1
0,0,1,0,60.84,1,0,0,0,1,2,0,46,2798.64,0
0,1,0,0,104.33,0,1,0,0,0,2,0,51,5320.83,1
0,0,1,0,67.55,0,0,0,0,1,1,0,62,4188.1,1
1,0,1,0,101.93,1,0,1,0,0,1,1,29,2955.97,0
0,0,1,0,39.3,1,0,1,0,0,2,0,55,2161.5,0
0,0,1,0,118.64,0,0,1,0,0,1,0,69,8186.16,1
0,0,1,0,51.22,1,0,1,0,0,5,1,28,1434.16,0
0,0,1,0,67.28,1,1,0,0,0,1,1,35,2354.8,0
0,1,0,0,101.12,1,0,1,0,0,1,1,42,4247.04,0
0,1,0,0,84.35,1,0,0,1,0,2,0,20,1687.0,1
0,0,0,1,102.64,1,0,1,0,0,1,0,72,7390.08,1
1,0,0,1,39.04,0,1,0,0,0,1,1,34,1327.36,0
1,1,0,0,86.44,1,0,0,0,1,2,1,69,5964.36,0
0,1,0,0,34.58,1,0,0,0,1,1,0,27,933.66,0
0,0,0,1,98.62,0,1,0,0,0,1,0,2,197.24,1
0,1,0,0,117.02,0,0,1,0,0,1,0,30,3510.6,0
1,0,1,0,76.26,1,0,0,1,0,4,1,40,3050.4,1
0,0,1,0,74.3,0,0,0,1,0,1,0,66,4903.8,0
1,0,1,0,80.49,1,0,0,1,0,4,0,41,3300.09,1
1,0,1,0,63.34,1,0,0,1,0,2,0,4,253.36,0
0,1,0,0,31.45,0,1,0,0,0,1,1,47,1478.15,0
2,0,1,0,77.97,0,0,0,1,0,0,1,18,1403.46,0
0,1,0,0,27.95,1,1,0,0,0,2,0,35,978.25,0
0,0,0,1,97.27,1,1,0,0,0,4,1,30,2918.1,1
1,0,1,0,96.88,1,0,0,1,0,1,0,67,6490.96,1
0,0,1,0,68.19,1,0,0,0,1,1,1,72,4909.68,0
1,1,0,0,78.77,0,0,1,0,0,0,0,38,2993.26,1
0,1,0,0,40.82,0,0,0,0,1,2,1,46,1877.72,0
2,0,1,0,84.87,0,0,1,0,0,1,1,19,1612.53,0
1,1,0,0,26.06,0,0,1,0,0,1,0,27,703.62,0
2,1,0,0,48.48,0,0,0,1,0,2,0,8,387.84,0
0,0,1,0,58.52,0,0,0,0,1,2,0,25,1463.0,0
0,1,0,0,60.95,1,1,0,0,0,0,0,63,3839.85,0
0,0,0,1,61.48,0,0,0,1,0,2,1,70,4303.6,0
1,0,1,0,89.61,0,1,0,0,0,1,0,23,2061.03,0
0,0,1,0,25.56,1,0,0,0,1,0,1,51,1303.56,0
2,0,0,1,28.58,1,0,1,0,0,3,0,66,1886.28,0
0,0,1,0,53.42,0,0,0,1,0,1,1,51,2724.42,0
1,0,1,0,49.19,0,0,0,1,0,1,0,66,3246.54,0
0,1,0,0,24.87,1,0,0,0,1,2,1,45,1119.15,1
0,1,0,0,25.12,0,0,0,0,1,2,0,54,1356.48,0
2,0,1,0,45.64,0,0,0,0,1,1,1,24,1095.36,0
0,0,1,0,45.83,0,0,0,0,1,2,0,9,412.47,0
0,0,1,0,80.5,1,1,0,0,0,1,1,65,5232.5,0
0,1,0,0,51.15,1,0,1,0,0,5,0,36,1841.4,1
1,0,1,0,24.68,1,0,0,0,1,2,0,4,98.72,0
0,1,0,0,89.36,0,1,0,0,0,1,0,7,625.52,0
1,0,1,0,86.1,0,0,0,1,0,2,1,3,258.3,1
1,0,1,0,43.43,1,0,1,0,0,0,1,67,2909.81,0
0,0,1,0,25.54,0,0,0,1,0,1,0,47,1200.38,0
0,0,0,1,115.89,0,0,0,0,1,2,0,46,5330.94,1
0,0,1,0,61.66,1,1,0,0,0,2,0,53,3267.98,0
1,0,1,0,39.59,0,1,0,0,0,0,0,58,2296.22,0
1,0,1,0,107.98,1,0,1,0,0,2,0,23,2483.54,1
2,1,0,0,95.52,1,0,0,1,0,2,1,38,3629.76,0
0,1,0,0,56.5,0,1,0,0,0,1,0,51,2881.5,0
0,0,1,0,89.19,0,0,1,0,0,1,1,71,6332.49,1
0,1,0,0,37.52,0,0,0,1,0,3,0,45,1688.4,1
1,0,1,0,85.2,1,0,0,0,1,2,1,20,1704.0,0
0,0,1,0,95.64,0,0,0,1,0,2,0,24,2295.36,1
0,0,1,0,49.93,0,1,0,0,0,1,1,29,1447.97,1
0,0,1,0,106.11,0,0,1,0,0,1,1,47,4987.17,0
0,0,0,1,68.02,0,0,0,1,0,2,0,28,1904.56,0
0,0,1,0,78.27,1,0,0,0,1,2,0,37,2895.99,0
0,1,0,0,45.83,1,0,1,0,0,3,0,37,1695.71,1
0,1,0,0,100.78,0,0,0,1,0,1,0,31,3124.18,1
1,0,1,0,30.61,0,1,0,0,0,0,1,68,2081.48,1
2,0,1,0,55.68,1,0,1,0,0,2,0,63,3507.84,0
0,1,0,0,29.39,1,0,1,0,0,3,0,26,764.14,1
0,0,1,0,67.37,0,0,1,0,0,2,0,30,2021.1,1
0,0,1,0,91.84,0,0,0,0,1,2,0,67,6153.28,0
0,0,0,1,26.39,0,0,1,0,0,0,0,12,316.68,0
0,1,0,0,89.93,0,0,0,1,0,1,0,63,5665.59,1
0,1,0,0,76.14,0,0,1,0,0,1,1,50,3807.0,0
0,1,0,0,27.12,1,0,0,1,0,3,1,19,515.28,0
0,0,1,0,89.47,0,0,1,0,0,1,1,33,2952.51,0
0,0,1,0,77.99,1,0,1,0,0,2,0,8,623.92,0
0,0,0,1,30.45,1,0,1,0,0,3,1,33,1004.85,1
0,0,1,0,116.13,1,0,0,0,1,1,0,28,3251.64,0
2,1,0,0,32.01,1,0,0,0,1,2,0,1,32.01,0
0,1,0,0,71.14,0,1,0,0,0,4,0,4,284.56,1
0,1,0,0,49.64,0,0,1,0,0,2,1,31,1538.84,0
2,0,1,0,100.86,0,0,0,1,0,1,0,47,4740.42,1
0,0,1,0,75.98,1,1,0,0,0,0,0,14,1063.72,0
0,1,0,0,70.58,0,0,0,1,0,1,0,54,3811.32,0
1,0,1,0,113.39,0,1,0,0,0,1,0,70,7937.3,0
0,0,1,0,41.06,0,0,0,1,0,3,1,54,2217.24,0
0,0,1,0,90.43,0,0,1,0,0,1,1,36,3255.48,1
2,1,0,0,116.16,1,1,0,0,0,2,0,55,6388.8,0
2,0,1,0,42.84,0,1,0,0,0,2,0,7,299.88,0
2,1,0,0,43.88,0,0,1,0,0,0,0,38,1667.44,0
0,0,1,0,32.05,1,0,1,0,0,3,1,47,1506.35,0
0,0,0,1,96.16,0,0,1,0,0,3,0,38,3654.08,1
0,1,0,0,52.53,1,0,1,0,0,1,0,4,210.12,1
0,1,0,0,56.67,0,0,0,0,1,0,1,36,2040.12,0
1,0,0,1,88.11,0,1,0,0,0,1,0,64,5639.04,0
2,1,0,0,24.61,0,0,1,0,0,3,1,31,762.91,0
1,0,1,0,31.88,0,0,1,0,0,0,0,22,701.36,0
0,1,0,0,96.56,0,1,0,0,0,1,1,67,6469.52,0
0,1,0,0,107.59,1,0,0,0,1,1,0,59,6347.81,1
2,0,1,0,69.98,1,0,0,1,0,1,0,50,3499.0,0
0,0,1,0,100.03,0,1,0,0,0,5,1,21,2100.63,1
0,0,1,0,103.83,0,0,0,1,0,0,1,23,2388.09,1
0,1,0,0,46.14,0,0,1,0,0,0,0,11,507.54,0
0,0,1,0,111.78,1,0,0,1,0,1,0,6,670.68,1
0,1,0,0,83.06,0,0,0,1,0,1,1,17,1412.02,0
0,0,1,0,98.8,1,0,1,0,0,2,0,63,6224.4,1
0,0,0,1,48.62,1,0,0,0,1,1,0,12,583.44,1
0,1,0,0,86.18,1,0,0,1,0,1,1,22,1895.96,0
2,1,0,0,22.31,1,1,0,0,0,1,0,25,557.75,0
0,1,0,0,103.8,1,1,0,0,0,1,0,48,4982.4,1
0,0,1,0,73.42,0,0,0,0,1,1,1,43,3157.06,0
2,0,0,1,103.18,1,1,0,0,0,2,0,37,3817.66,0
2,0,1,0,77.05,0,0,1,0,0,3,1,51,3929.55,0
0,0,1,0,111.03,1,0,0,1,0,0,0,23,2553.69,1
0,0,1,0,73.94,0,1,0,0,0,1,1,2,147.88,0
0,0,1,0,48.52,0,0,0,0,1,3,0,51,2474.52,1
1,1,0,0,41.12,1,1,0,0,0,2,0,33,1356.96,0
0,0,1,0,77.89,0,0,1,0,0,0,1,37,2881.93,0
2,0,1,0,52.61,1,0,1,0,0,4,0,62,3261.82,0
1,0,1,0,71.33,0,0,0,0,1,1,1,48,3423.84,1
0,1,0,0,31.65,0,0,1,0,0,1,1,23,727.95,0
0,1,0,0,87.3,1,1,0,0,0,1,0,17,1484.1,1
2,1,0,0,102.62,1,0,0,0,1,2,1,47,4823.14,0
0,1,0,0,88.53,1,0,1,0,0,1,0,44,3895.32,1
1,1,0,0,101.18,0,1,0,0,0,2,1,67,6779.06,1
0,0,1,0,26.78,0,1,0,0,0,0,0,9,241.02,0
2,1,0,0,91.45,1,0,0,0,1,0,0,50,4572.5,0
0,0,1,0,104.93,0,0,1,0,0,5,1,39,4092.27,1
0,0,1,0,38.78,0,0,0,0,1,3,0,67,2598.26,1
0,1,0,0,84.59,0,0,0,1,0,0,1,22,1860.98,0
0,0,1,0,45.69,0,0,1,0,0,1,0,72,3289.68,1
0,0,1,0,77.27,0,1,0,0,0,2,0,17,1313.59,0
0,0,1,0,24.24,0,1,0,0,0,3,1,48,1163.52,1
1,1,0,0,93.82,1,0,1,0,0,2,1,66,6192.12,0
0,1,0,0,78.26,1,1,0,0,0,1,0,37,2895.62,0
1,0,1,0,62.78,1,0,0,1,0,1,0,7,439.46,0
0,0,1,0,114.97,0,1,0,0,0,1,1,25,2874.25,0
0,0,1,0,71.88,1,0,0,1,0,0,1,18,1293.84,0
0,1,0,0,61.55,1,0,0,0,1,1,1,63,3877.65,0
0,0,1,0,118.93,1,0,0,1,0,2,0,72,8562.96,0
0,0,1,0,26.24,0,0,1,0,0,1,0,19,498.56,0
2,0,1,0,90.63,0,0,0,1,0,0,0,16,1450.08,0
1,1,0,0,29.81,1,1,0,0,0,2,0,38,1132.78,1
0,1,0,0,102.05,1,0,1,0,0,1,0,3,306.15,1
0,1,0,0,28.6,1,1,0,0,0,4,0,8,228.8,0
0,1,0,0,38.18,1,0,0,0,1,4,0,71,2710.78,1
2,1,0,0,72.31,1,0,1,0,0,1,1,42,3037.02,0
0,0,1,0,83.46,0,0,0,0,1,1,0,57,4757.22,1
2,0,1,0,66.04,0,0,0,0,1,0,0,4,264.16,1
0,1,0,0,56.39,0,0,1,0,0,3,1,64,3608.96,0
1,0,1,0,31.62,0,0,0,1,0,2,1,56,1770.72,0
1,1,0,0,51.29,1,0,0,1,0,3,0,44,2256.76,0
0,0,1,0,89.26,0,0,1,0,0,0,1,3,267.78,1
2,0,1,0,87.55,0,1,0,0,0,3,0,34,2976.7,1
1,0,1,0,112.99,0,1,0,0,0,0,0,60,6779.4,0
0,1,0,0,95.38,0,0,0,1,0,0,0,72,6867.36,1
0,0,0,1,72.77,0,0,1,0,0,1,0,33,2401.41,0
2,1,0,0,36.18,0,0,1,0,0,2,0,68,2460.24,0
1,0,1,0,28.24,0,0,0,1,0,3,1,39,1101.36,0
1,0,1,0,44.65,1,1,0,0,0,0,1,68,3036.2,1
0,1,0,0,89.74,0,1,0,0,0,0,0,34,3051.16,1
0,0,1,0,116.32,1,0,0,0,1,2,0,50,5816.0,0
0,0,1,0,108.64,1,1,0,0,0,1,0,2,217.28,1
0,0,1,0,98.2,0,0,0,0,1,1,0,49,4811.8,0
0,0,0,1,108.33,0,0,0,0,1,2,0,40,4333.2,1
0,1,0,0,93.08,1,0,0,0,1,0,0,7,651.56,0
0,0,1,0,55.76,1,0,1,0,0,1,1,3,167.28,0
0,1,0,0,22.64,0,0,0,0,1,5,0,64,1448.96,1
0,0,1,0,101.32,0,0,0,0,1,1,1,57,5775.24,0
1,0,1,0,101.02,0,0,0,0,1,2,0,34,3434.68,0
0,0,1,0,50.46,0,1,0,0,0,0,1,10,504.6,0
0,0,1,0,118.84,0,0,0,1,0,1,1,17,2020.28,0
0,1,0,0,59.99,0,0,0,0,1,1,1,49,2939.51,0
0,1,0,0,41.88,0,0,0,1,0,3,1,68,2847.84,0
0,1,0,0,104.72,0,1,0,0,0,1,1,28,2932.16,1
2,1,0,0,44.93,0,0,0,1,0,0,1,10,449.3,0
2,1,0,0,66.99,1,0,1,0,0,0,1,13,870.87,0
0,0,1,0,63.28,0,0,1,0,0,1,1,49,3100.72,0
0,0,1,0,44.4,1,0,0,1,0,0,0,60,2664.0,1
0,1,0,0,55.31,0,0,0,1,0,3,1,16,884.96,1
1,1,0,0,86.94,1,0,1,0,0,1,0,52,4520.88,0
1,1,0,0,100.77,1,0,0,0,1,2,0,19,1914.63,0
0,0,1,0,51.91,0,0,0,1,0,3,0,28,1453.48,0
